,qid,docid,rating,score_qa_albert,score_qa_distilbert
0,1185869.0,0.0,1.0,0.003009578911587596,0.003009578911587596
1,1185868.0,16.0,1.0,0.0019925266969949007,0.0019925266969949007
2,597651.0,49.0,1.0,0.0017861578380689025,0.0017861578380689025
3,403613.0,60.0,1.0,0.0007158101070672274,0.0007158101070672274
4,1183785.0,389.0,1.0,0.0008321690838783979,0.0008321690838783979
5,312651.0,616.0,1.0,0.001457546721212566,0.001457546721212566
6,80385.0,723.0,1.0,0.0015168857062235475,0.0015168857062235475
7,645590.0,944.0,1.0,0.0016159192891791463,0.0016159192891791463
8,645337.0,1054.0,1.0,0.0010310627985745668,0.0010310627985745668
9,186154.0,1160.0,1.0,0.000809559365734458,0.000809559365734458
10,457407.0,1172.0,1.0,0.003574662609025836,0.003574662609025836
11,441383.0,1389.0,1.0,0.0008471626206301153,0.0008471626206301153
12,683408.0,1605.0,1.0,0.000603741267696023,0.000603741267696023
13,1164799.0,1713.0,1.0,0.0010460178600624204,0.0010460178600624204
14,484187.0,1822.0,1.0,0.0005491452175192535,0.0005491452175192535
15,460668.0,1939.0,1.0,0.002598854945972562,0.002598854945972562
16,666321.0,2152.0,1.0,0.0015054306713864207,0.0015054306713864207
17,182487.0,2277.0,1.0,0.0009209357085637748,0.0009209357085637748
18,564233.0,2488.0,1.0,0.0032685939222574234,0.0032685939222574234
19,455279.0,2599.0,1.0,0.0010492432629689574,0.0010492432629689574
20,208108.0,2704.0,1.0,0.0005648507503792644,0.0005648507503792644
21,733739.0,2816.0,1.0,0.0010726951295509934,0.0010726951295509934
22,1164798.0,2924.0,1.0,0.0009792083874344826,0.0009792083874344826
23,402608.0,3036.0,1.0,0.0012344981078058481,0.0012344981078058481
24,443797.0,3146.0,1.0,0.000951917958445847,0.000951917958445847
25,662502.0,3257.0,1.0,0.0011759822955355048,0.0011759822955355048
26,1184679.0,3368.0,1.0,0.0032905612606555223,0.0032905612606555223
27,14562.0,3382.0,1.0,0.002163512399420142,0.002163512399420142
28,602162.0,3597.0,1.0,0.002656991360709071,0.002656991360709071
29,545059.0,3702.0,1.0,0.0012947627110406756,0.0012947627110406756
30,708236.0,3815.0,1.0,0.0008578829583711922,0.0008578829583711922
31,310130.0,3923.0,1.0,0.002610366092994809,0.002610366092994809
32,693161.0,4029.0,1.0,0.0008211929234676063,0.0008211929234676063
33,186617.0,4251.0,1.0,0.0013228522147983313,0.0013228522147983313
34,573027.0,4360.0,1.0,0.002151685068383813,0.002151685068383813
35,1173772.0,4462.0,1.0,0.0010069384006783366,0.0010069384006783366
36,541973.0,4583.0,1.0,0.0017152853542938828,0.0017152853542938828
37,273090.0,4698.0,1.0,0.0014542078133672476,0.0014542078133672476
38,441269.0,4809.0,1.0,0.0026991686318069696,0.0026991686318069696
39,642237.0,4918.0,1.0,0.0016414426499977708,0.0016414426499977708
40,503515.0,5025.0,1.0,0.0028301773127168417,0.0028301773127168417
41,637443.0,5250.0,1.0,0.0022235228680074215,0.0022235228680074215
42,1164796.0,5359.0,1.0,0.0018157282611355186,0.0018157282611355186
43,749988.0,5469.0,1.0,0.00022465141955763102,0.00022465141955763102
44,749988.0,5470.0,1.0,0.0004525729164015502,0.0004525729164015502
45,135841.0,5585.0,1.0,0.0016406469512730837,0.0016406469512730837
46,295446.0,6021.0,1.0,0.0010885702213272452,0.0010885702213272452
47,653051.0,6127.0,1.0,0.0006948531372472644,0.0006948531372472644
48,691147.0,6236.0,1.0,0.0012920972658321261,0.0012920972658321261
49,410621.0,6458.0,1.0,0.0020043221302330494,0.0020043221302330494
50,410621.0,6461.0,1.0,0.0016483123181387782,0.0016483123181387782
51,1164795.0,6564.0,1.0,0.0013889657566323876,0.0013889657566323876
52,598443.0,6673.0,1.0,0.0002602946769911796,0.0002602946769911796
53,596451.0,6685.0,1.0,0.0006601825007237494,0.0006601825007237494
54,651441.0,6793.0,1.0,0.0012057513231411576,0.0012057513231411576
55,452286.0,7012.0,1.0,0.000983353005722165,0.000983353005722165
56,308543.0,7115.0,1.0,0.001967577263712883,0.001967577263712883
57,202126.0,7223.0,1.0,0.00044866505777463317,0.00044866505777463317
58,114820.0,7334.0,1.0,0.0007568118162453175,0.0007568118162453175
59,501778.0,7445.0,1.0,0.0007267451146617532,0.0007267451146617532
60,531029.0,7553.0,1.0,0.0011745168594643474,0.0011745168594643474
61,651110.0,7662.0,1.0,0.0006644399836659431,0.0006644399836659431
62,594127.0,7766.0,1.0,0.0022006945218890905,0.0022006945218890905
63,1164794.0,7777.0,1.0,0.0018070586957037449,0.0018070586957037449
64,396032.0,7885.0,1.0,0.0015458984998986125,0.0015458984998986125
65,705580.0,8103.0,1.0,0.003414828795939684,0.003414828795939684
66,658203.0,8217.0,1.0,0.0022442699410021305,0.0022442699410021305
67,387734.0,8328.0,1.0,0.0008252820698544383,0.0008252820698544383
68,655102.0,8439.0,1.0,0.001059335540048778,0.001059335540048778
69,224712.0,8652.0,1.0,0.0015843637520447373,0.0015843637520447373
70,411732.0,8764.0,1.0,0.0014370391145348549,0.0014370391145348549
71,1164793.0,8991.0,1.0,0.0011612335219979286,0.0011612335219979286
72,605902.0,9323.0,1.0,0.0015987271908670664,0.0015987271908670664
73,581014.0,9432.0,1.0,0.0011260235914960504,0.0011260235914960504
74,559240.0,9533.0,1.0,0.00035347527591511607,0.00035347527591511607
75,608711.0,9755.0,1.0,0.0014443936524912715,0.0014443936524912715
76,535936.0,9972.0,1.0,0.00017026877321768552,0.00017026877321768552
77,130335.0,9990.0,1.0,0.0007626722217537463,0.0007626722217537463
78,147535.0,10087.0,1.0,0.0015903533203527331,0.0015903533203527331
79,1164792.0,10204.0,1.0,0.0010308711789548397,0.0010308711789548397
80,595576.0,10417.0,1.0,0.0008784658857621253,0.0008784658857621253
81,569308.0,10747.0,1.0,0.0006772751803509891,0.0006772751803509891
82,753706.0,10854.0,1.0,0.0009279652149416506,0.0009279652149416506
83,627871.0,10964.0,1.0,0.001373611274175346,0.001373611274175346
84,673608.0,11081.0,1.0,0.0007282606093212962,0.0007282606093212962
85,510071.0,11102.0,1.0,0.0008925790898501873,0.0008925790898501873
86,113839.0,11321.0,1.0,0.0017160301795229316,0.0017160301795229316
87,1164791.0,11431.0,1.0,0.0008293724386021495,0.0008293724386021495
88,460953.0,11640.0,1.0,0.00042441030382178724,0.00042441030382178724
89,685235.0,12191.0,1.0,0.0004199985123705119,0.0004199985123705119
90,650643.0,12528.0,1.0,0.0011057885130867362,0.0011057885130867362
91,1183784.0,12640.0,1.0,0.0016986042028293014,0.0016986042028293014
92,1164790.0,12753.0,1.0,0.0016576377674937248,0.0016576377674937248
93,96740.0,12858.0,1.0,0.0008865949348546565,0.0008865949348546565
94,26666.0,12967.0,1.0,0.001979986671358347,0.001979986671358347
95,490046.0,13184.0,1.0,0.0018102099420502782,0.0018102099420502782
96,485823.0,13300.0,1.0,0.000545536691788584,0.000545536691788584
97,635632.0,13310.0,1.0,0.0006301123648881912,0.0006301123648881912
98,534505.0,13630.0,1.0,0.0013064008671790361,0.0013064008671790361
99,498612.0,13852.0,1.0,0.0008120288257487118,0.0008120288257487118
100,85453.0,14074.0,1.0,0.0017880626255646348,0.0017880626255646348
101,493122.0,14398.0,1.0,0.001033948501572013,0.001033948501572013
102,512836.0,14410.0,1.0,0.0010717979166656733,0.0010717979166656733
103,605764.0,14520.0,1.0,0.0018997027073055506,0.0018997027073055506
104,748182.0,14628.0,1.0,0.002541532041504979,0.002541532041504979
105,725274.0,14734.0,1.0,0.0020304571371525526,0.0020304571371525526
106,401461.0,14951.0,1.0,0.0008632948738522828,0.0008632948738522828
107,499565.0,15060.0,1.0,0.00029156700475141406,0.00029156700475141406
108,641186.0,15395.0,1.0,0.0013296444667503238,0.0013296444667503238
109,468434.0,15505.0,1.0,0.0009042571182362735,0.0009042571182362735
110,31086.0,15732.0,1.0,0.0007791635580360889,0.0007791635580360889
111,480268.0,15951.0,1.0,0.0004350950475782156,0.0004350950475782156
