,qid,docid,rating,score_qa_albert,score_qa_distilbert
0,1185869.0,0.0,1.0,0.0030095789115875,0.0006007692427374
1,1185868.0,16.0,1.0,0.0019925266969949,0.0005297668394632
2,597651.0,49.0,1.0,0.0017861578380689,0.0003785191511269
3,403613.0,60.0,1.0,0.0007158101070672,0.000159271468874
4,1183785.0,389.0,1.0,0.0008321690838783,0.0003206291585229
5,312651.0,616.0,1.0,0.0014575467212125,0.0006291118334047
6,80385.0,723.0,1.0,0.0015168857062235,0.0005266403895802
7,645590.0,944.0,1.0,0.0016159192891791,0.0005240518366917
8,645337.0,1054.0,1.0,0.0010310627985745,0.0004053438315168
9,186154.0,1160.0,1.0,0.0008095593657344,0.0001966838317457
10,457407.0,1172.0,1.0,0.0035746626090258,0.0015331180766224
11,441383.0,1389.0,1.0,0.0008471626206301,0.000179198643309
12,683408.0,1605.0,1.0,0.000603741267696,0.0002453931956551
13,1164799.0,1713.0,1.0,0.0010460178600624,0.0004661697021219
14,484187.0,1822.0,1.0,0.0005491452175192,0.000174895991222
15,460668.0,1939.0,1.0,0.0025988549459725,0.0007027621613815
16,666321.0,2152.0,1.0,0.0015054306713864,0.0004761640739161
17,182487.0,2277.0,1.0,0.0009209357085637,0.0003343471616972
18,564233.0,2488.0,1.0,0.0032685939222574,0.0008406899287365
19,455279.0,2599.0,1.0,0.0010492432629689,0.0003794961085077
20,208108.0,2704.0,1.0,0.0005648507503792,0.000111478017061
21,733739.0,2816.0,1.0,0.0010726951295509,0.0003941653121728
22,1164798.0,2924.0,1.0,0.0009792083874344,0.0003303517878521
23,402608.0,3036.0,1.0,0.0012344981078058,0.000551251345314
24,443797.0,3146.0,1.0,0.0009519179584458,0.0004030241107102
25,662502.0,3257.0,1.0,0.0011759822955355,0.0002944239240605
26,1184679.0,3368.0,1.0,0.0032905612606555,0.0029093008488416
27,14562.0,3382.0,1.0,0.0021635123994201,0.0006483378238044
28,602162.0,3597.0,1.0,0.002656991360709,0.0018254800233989
29,545059.0,3702.0,1.0,0.0012947627110406,0.0003897101269103
30,708236.0,3815.0,1.0,0.0008578829583711,0.0003205783432349
31,310130.0,3923.0,1.0,0.0026103660929948,0.0006936916033737
32,693161.0,4029.0,1.0,0.0008211929234676,0.0004586528229992
33,186617.0,4251.0,1.0,0.0013228522147983,0.0003978770691901
34,573027.0,4360.0,1.0,0.0021516850683838,0.0007506029214709
35,1173772.0,4462.0,1.0,0.0010069384006783,0.0003219232603441
36,541973.0,4583.0,1.0,0.0017152853542938,0.0007720590219832
37,273090.0,4698.0,1.0,0.0014542078133672,0.0008018923108465
38,441269.0,4809.0,1.0,0.0026991686318069,0.0008699600002728
39,642237.0,4918.0,1.0,0.0016414426499977,0.0005380387301556
40,503515.0,5025.0,1.0,0.0028301773127168,0.0009084283956326
41,637443.0,5250.0,1.0,0.0022235228680074,0.0005614156252704
42,1164796.0,5359.0,1.0,0.0018157282611355,0.00048718159087
43,749988.0,5469.0,1.0,0.0002246514195576,6.856442632852122e-05
44,749988.0,5470.0,1.0,0.0004525729164015,0.0001425291411578
45,135841.0,5585.0,1.0,0.001640646951273,0.0004986822023056
46,295446.0,6021.0,1.0,0.0010885702213272,0.0003512990369927
47,653051.0,6127.0,1.0,0.0006948531372472,0.0002868876908905
48,691147.0,6236.0,1.0,0.0012920972658321,0.0006760790711268
49,410621.0,6458.0,1.0,0.002004322130233,0.0005396103370003
50,410621.0,6461.0,1.0,0.0016483123181387,0.0005168993375264
51,1164795.0,6564.0,1.0,0.0013889657566323,0.0004680606070905
52,598443.0,6673.0,1.0,0.0002602946769911,7.571694004582241e-05
53,596451.0,6685.0,1.0,0.0006601825007237,0.0001339983282377
54,651441.0,6793.0,1.0,0.0012057513231411,0.0005634528934024
55,452286.0,7012.0,1.0,0.0009833530057221,0.0005117043037898
56,308543.0,7115.0,1.0,0.0019675772637128,0.0005464367568492
57,202126.0,7223.0,1.0,0.0004486650577746,0.0001004984660539
58,114820.0,7334.0,1.0,0.0007568118162453,0.0001994742196984
59,501778.0,7445.0,1.0,0.0007267451146617,0.0001672944781603
60,531029.0,7553.0,1.0,0.0011745168594643,0.0007446794770658
61,651110.0,7662.0,1.0,0.0006644399836659,0.0001312660460826
62,594127.0,7766.0,1.0,0.002200694521889,0.00045907360618
63,1164794.0,7777.0,1.0,0.0018070586957037,0.0004874822043348
64,396032.0,7885.0,1.0,0.0015458984998986,0.0004207856836728
65,705580.0,8103.0,1.0,0.0034148287959396,0.00052576942835
66,658203.0,8217.0,1.0,0.0022442699410021,0.0008669248782098
67,387734.0,8328.0,1.0,0.0008252820698544,0.0003672428720165
68,655102.0,8439.0,1.0,0.0010593355400487,0.0003775520890485
69,224712.0,8652.0,1.0,0.0015843637520447,0.0006530716782435
70,411732.0,8764.0,1.0,0.0014370391145348,0.0010212615597993
71,1164793.0,8991.0,1.0,0.0011612335219979,0.000367827276932
72,605902.0,9323.0,1.0,0.001598727190867,0.0005048209568485
